date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-06-24,15,14,30,48,643620
2025-06-25,20,15,43,122,1741000
2025-06-26,30,27,30,109,1495420
2025-06-27,50,50,66,177,2354794
2025-06-28,27,27,50,116,1625530
2025-06-29,28,23,37,62,867750
2025-06-30,20,18,31,55,755610
2025-07-01,21,13,31,61,838980
2025-07-02,16,15,37,62,929520
2025-07-03,26,26,57,142,1944530
2025-07-04,50,50,58,148,1945742
2025-07-05,18,18,27,76,973445
2025-07-06,23,17,23,62,1348643
2025-07-07,19,19,39,101,1277300
2025-07-08,10,10,34,74,994040
2025-07-09,15,13,29,59,914122
2025-07-10,41,31,41,99,1137720
2025-07-11,65,63,81,245,3251652
2025-07-12,23,22,29,76,961940
2025-07-13,9,8,47,59,693020
2025-07-14,20,20,54,80,1141256
2025-07-15,34,31,36,93,941588
2025-07-16,21,19,32,84,1215824
2025-07-17,23,22,23,80,994367
2025-07-18,74,61,73,204,4280200
2025-07-19,98,84,102,300,5356084
2025-07-20,39,34,67,219,3849292
2025-07-21,30,28,74,250,3666838
2025-07-22,21,19,22,81,982520
2025-07-23,28,27,55,159,2072240
2025-07-24,35,33,51,200,3070210
2025-07-25,75,74,98,323,5330197
2025-07-26,53,51,71,260,4280727
2025-07-27,41,40,53,200,2717982
2025-07-28,39,36,47,169,2387713
2025-07-29,46,42,67,196,2895647
2025-07-30,34,29,54,198,2965443
2025-07-31,37,36,49,190,2607440
2025-08-01,64,59,90,338,5730490
2025-08-02,58,52,101,354,6297158
2025-08-03,40,36,70,224,3763329
2025-08-04,44,40,55,175,2475748
2025-08-05,40,36,44,171,2526268
2025-08-06,38,34,49,147,2096227
2025-08-07,50,48,61,236,3629182
2025-08-08,57,50,89,263,5187172
2025-08-09,60,54,103,316,6578223
2025-08-10,79,64,96,303,6521502
2025-08-11,66,62,91,291,6154366
2025-08-12,52,48,90,258,5456912
2025-08-13,54,52,109,289,7145602
2025-08-14,49,44,65,221,4486267
2025-08-15,44,43,91,245,5007884
2025-08-16,43,40,52,196,2789906
2025-08-17,27,24,44,151,2359792
2025-08-18,21,19,24,92,1378980
2025-08-19,12,12,16,59,776243
2025-08-20,17,13,75,159,2085340
2025-08-21,18,17,67,157,2064410
2025-08-22,39,38,46,160,2327413
2025-08-23,21,20,24,90,1241104
2025-08-24,22,20,36,118,2098721
2025-08-25,12,11,21,58,968660
2025-08-26,10,10,13,36,493361
2025-08-27,10,9,26,58,791620
2025-08-28,15,13,14,44,533020
2025-08-29,31,30,44,142,2364339
2025-08-30,11,9,37,89,1407866
2025-08-31,4,4,53,77,988900
2025-09-01,6,6,11,21,392480
2025-09-02,5,5,7,17,281364
2025-09-03,8,8,9,21,331265
2025-09-04,12,11,19,42,597300
2025-09-05,12,12,20,68,1245285
2025-09-06,7,6,34,49,693686
2025-09-07,4,4,54,76,1161600
2025-09-08,4,4,7,10,128480
2025-09-09,7,7,10,15,230560
2025-09-10,8,7,47,71,980980
2025-09-11,6,6,30,37,487300
2025-09-12,15,13,37,97,1275538
2025-09-13,17,17,59,142,2605297
2025-09-14,4,3,30,36,610871
2025-09-15,2,2,44,58,785400
2025-09-16,8,7,37,54,748716
2025-09-17,4,4,31,30,497558
2025-09-18,7,7,7,20,335750
2025-09-19,10,9,10,30,481525
2025-09-20,11,10,35,79,1279650
2025-09-21,4,4,54,105,987580
2025-09-22,3,2,23,46,648450
2025-09-23,2,2,45,91,1285900
2025-09-24,7,6,71,140,1902286
2025-09-25,7,7,58,124,907280
2025-09-26,10,9,36,72,1226445
2025-09-27,10,9,55,94,1239190
2025-09-28,3,3,64,111,1654400
2025-09-29,9,7,9,28,391600
2025-09-30,4,4,8,23,288882
2025-10-01,6,4,71,175,2466200
2025-10-02,6,6,49,106,1508212
2025-10-03,10,10,70,205,3382650
2025-10-04,8,6,28,66,1030260
2025-10-05,4,4,49,102,807400
2025-10-06,5,4,28,62,905740
2025-10-07,6,6,35,71,1112435
2025-10-08,6,5,29,60,899800
2025-10-09,11,11,39,83,619300
2025-10-10,6,5,48,151,3115200
2025-10-11,17,17,44,102,1751420
2025-10-12,3,3,28,57,886050
2025-10-13,5,5,30,62,278740
2025-10-14,15,15,18,44,813600
2025-10-15,7,6,65,134,1822700
2025-10-16,5,5,74,168,2488200
2025-10-17,8,8,13,45,726556
2025-10-18,8,7,61,98,1651925
2025-10-19,9,7,58,96,1269290
2025-10-20,3,3,46,96,1276000
2025-10-21,13,11,53,125,1384900
2025-10-22,3,3,40,103,1313300
2025-10-23,14,14,65,134,1545500
2025-10-24,9,9,18,55,916960
2025-10-25,10,8,65,148,2061180
2025-10-26,6,6,52,118,1106600
2025-10-27,7,7,35,71,1398960
