date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-06-24,15,14,30,48,643620
2025-06-25,20,15,43,122,1741000
2025-06-26,30,27,30,109,1495420
2025-06-27,50,50,66,177,2354794
2025-06-28,27,27,50,116,1625530
2025-06-29,28,23,37,62,867750
2025-06-30,20,18,31,55,755610
2025-07-01,21,13,31,61,838980
2025-07-02,16,15,37,62,929520
2025-07-03,26,26,57,142,1944530
2025-07-04,50,50,58,148,1945742
2025-07-05,18,18,27,76,973445
2025-07-06,23,17,23,62,1348643
2025-07-07,19,19,39,101,1277300
2025-07-08,10,10,34,74,994040
2025-07-09,15,13,29,59,914122
2025-07-10,41,31,41,99,1137720
2025-07-11,65,63,81,245,3251652
2025-07-12,23,22,29,76,961940
2025-07-13,9,8,47,59,693020
2025-07-14,20,20,54,80,1141256
2025-07-15,34,31,36,93,941588
2025-07-16,21,19,32,84,1215824
2025-07-17,23,22,23,80,994367
2025-07-18,74,61,73,204,4280200
2025-07-19,98,84,102,300,5356084
2025-07-20,39,34,67,219,3849292
2025-07-21,30,28,74,250,3666838
2025-07-22,21,19,22,81,982520
2025-07-23,28,27,55,159,2072240
2025-07-24,35,33,51,200,3070210
2025-07-25,76,75,99,329,5318397
2025-07-26,50,49,69,242,4109853
2025-07-27,43,40,52,179,2717982
2025-07-28,33,32,44,146,2212721
2025-07-29,41,39,66,186,2809407
2025-07-30,29,26,60,196,3046843
2025-07-31,35,34,47,162,2570810
2025-08-01,65,60,93,320,5741116
2025-08-02,48,42,90,299,5784414
2025-08-03,40,34,66,211,3600260
2025-08-04,39,35,46,150,2046574
2025-08-05,34,30,40,153,2308457
2025-08-06,34,29,46,135,1872928
2025-08-07,49,47,61,241,3681185
2025-08-08,53,47,95,250,4909752
2025-08-09,57,51,106,301,5738973
2025-08-10,79,64,96,305,6516442
2025-08-11,57,53,82,265,5623051
2025-08-12,49,45,87,253,5325946
2025-08-13,50,48,103,274,6124502
2025-08-14,46,41,62,206,4227921
2025-08-15,37,36,77,209,4403874
2025-08-16,34,31,43,157,2371425
2025-08-17,24,21,35,125,1777410
2025-08-18,15,15,20,80,1192310
2025-08-19,11,11,13,48,627880
2025-08-20,15,11,74,151,1998880
2025-08-21,15,14,65,149,1954300
2025-08-22,33,33,36,141,2082839
2025-08-23,16,16,20,79,1346065
2025-08-24,20,19,33,109,2039321
2025-08-25,12,10,18,55,856460
2025-08-26,10,10,14,41,529661
2025-08-27,8,7,24,52,695480
2025-08-28,15,14,16,46,589780
2025-08-29,29,28,37,129,2079439
2025-08-30,12,10,43,95,1470034
2025-08-31,4,4,53,75,975700
2025-09-01,6,6,11,21,392480
2025-09-02,6,6,28,60,880644
2025-09-03,6,6,5,15,264165
2025-09-04,11,10,19,42,603900
2025-09-05,10,10,15,45,875930
2025-09-06,6,5,34,47,665086
2025-09-07,3,3,49,71,1057100
2025-09-08,2,2,5,6,71280
2025-09-09,8,8,30,58,828960
2025-09-10,9,8,68,115,1596100
2025-09-11,5,5,28,30,387200
2025-09-12,14,12,33,94,1242538
2025-09-13,16,16,58,141,2571637
2025-09-14,4,3,30,36,610871
2025-09-15,3,3,61,100,1373900
2025-09-16,7,6,36,83,1146916
2025-09-17,5,5,48,104,1543658
2025-09-18,8,8,5,22,339750
2025-09-19,6,5,7,21,306900
2025-09-20,9,8,33,71,1105940
2025-09-21,4,4,54,105,987580
2025-09-22,4,3,40,88,1236950
2025-09-23,3,3,62,133,1874400
2025-09-24,6,5,62,128,1705000
2025-09-25,5,5,54,115,774180
2025-09-26,8,7,35,67,1150160
2025-09-27,10,9,70,134,1797550
2025-09-28,4,4,80,162,2349600
2025-09-29,8,6,6,18,226600
2025-09-30,3,3,7,18,225082
2025-10-01,6,4,71,175,2466200
2025-10-02,5,5,48,102,1482800
2025-10-03,8,8,68,195,3191250
2025-10-04,7,5,28,61,936760
2025-10-05,4,4,49,102,807400
2025-10-06,4,3,27,58,866140
2025-10-07,3,3,32,62,999080
2025-10-08,6,5,29,60,899800
2025-10-09,10,10,39,81,579700
2025-10-10,3,2,48,143,2890800
2025-10-11,15,15,42,97,1656160
2025-10-12,2,2,6,13,315150
2025-10-13,6,6,32,66,341660
2025-10-14,14,14,16,42,769600
2025-10-15,5,4,26,58,773300
2025-10-16,5,5,73,166,2488200
2025-10-17,8,8,13,45,726556
2025-10-18,8,7,61,137,2209625
2025-10-19,9,7,58,135,1826990
2025-10-20,2,2,24,52,705100
2025-10-21,5,5,34,73,1124200
